Species,Stock.or.Area,Year,Month,Day,Interaction.Type,County.Locale,STATE,Initial.Injury.Assessment,Comments,Final.Injury.Assessment,SI.Criteria.Supporting.Assessment,SI.Proration.Value,COUNT.AGAINST.LOF,COUNT.AGAINST.PBR
CALIFORNIA SEA LION,U.S.,2007,4,17,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,4,18,MARINE DEBRIS,TILLAMOOK,OR,SI,LINE WRAPPED AROUND NECK,SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,4,19,MARINE DEBRIS,TILLAMOOK,OR,SI,LINE WRAPPED AROUND NECK,SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,4,20,MARINE DEBRIS,TILLAMOOK,OR,SI,LINE WRAPPED AROUND NECK,SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,4,21,HOOK AND LINE FISHERY,ORANGE,CA,SI,"FISH HOOK IN NOSTRIL; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,4,21,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,4,28,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISH HOOK & FISHING LURE IN LEFT UPPER LIP; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,4,30,GILLNET FISHERY,VENTURA,CA,SI,GILLNET FRAGMENT AROUND NECK; RESCUE TEAM UNABLE TO CAPTURE ANIMAL; FINAL STATUS UNKNOWN,SI,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,4,30,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,FISH HOOK IN STOMACH; MORTALITY (CAUSE OF DEATH = FISH HOOK INGESTION RESULTING IN GASTRIC ULCERATION & BLEEDING),DEAD,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,1,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,1,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,6,GILLNET FISHERY,MONTEREY,CA,SI,GILLNET FRAGMENT EMBEDDED IN NECK; NON-FATAL INJURY (ANIMAL DISENTANGLED & RELEASED ON SITE),NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2007,5,6,GILLNET FISHERY,SAN FRANCISCO,CA,SI,PINK GILLNET FRAGMENT AROUND NECK; ANIMAL DISENTANGLED & RELEASED ON SITE.,NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2007,5,6,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,5,9,SHOOTING,SAN MATEO,CA,SI,GUNSHOT WOUNDS TO PELVIC AREA; MORTALITY (ANIMAL DIED IN REHAB),DEAD,P12,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,11,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,11,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,12,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,13,GILLNET FISHERY,SANTA CRUZ,CA,SI,"GREEN MONOFILAMENT NETTING AROUND NECK; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2007,5,13,SHOOTING,LOS ANGELES,CA,SI,GUNSHOT WOUND TO BACK. ANIMAL EUTHANIZED IN REHAB.,DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,14,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,16,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,5,17,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 4 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,17,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 4 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,17,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 4 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,17,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 4 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,19,MARINE DEBRIS,LOS ANGELES,CA,SI,"FISH HOOK DEEPLY EMBEDDED IN RIGHT FRONT FLIPPER; 2 CIGARETTE BUTTS BLOCKING PYLORUS; MORTALITY (DIED IN REHAB, CAUSE OF DEATH RELATED TO MARINE DEBRIS INGESTION)",DEAD,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,20,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,"FISH HOOK IN LEFT SIDE OF BODY; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,5,20,VESSEL STRIKE,MONTEREY,CA,DEAD,U.S. COAST GUARD VESSEL COLLIDED WITH FREE-SWIMMING ANIMAL; MORTALITY,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,21,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISHING LURE IN MOUTH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P2,0,N,N
CALIFORNIA SEA LION,U.S.,2007,5,22,SHOOTING,SAN MATEO,CA,DEAD,GUNSHOT WOUND TO HEAD,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,23,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,5,23,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 3 ANIMALS FOUND AT THIS SITE ON THIS DATE (3RD ANIMAL WAS A HARBOR SEAL),DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,23,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 3 ANIMALS FOUND AT THIS SITE ON THIS DATE (3RD ANIMAL WAS A HARBOR SEAL),DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,24,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,"FISH HOOK WITH ATTACHED LINE IN LOWER LIP; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5B,0,N,N
CALIFORNIA SEA LION,U.S.,2007,5,24,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,24,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,25,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,26,GILLNET FISHERY,MONTEREY,CA,SI,"GILLNET FRAGMENT EMBEDDED IN NECK, 0.5 INCH DIAMETER OPEN WOUND AROUND NECK; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2007,5,26,SHOOTING,SANTA CRUZ,CA,SI,"GUNSHOT WOUNDS TO FACE, RADIOGRAPHS SHOWED 8 BUCKSHOT PELLETS IN FACE. NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2007,5,26,SHOOTING,MONTEREY,CA,SI,GUNSHOT WOUND TO HEAD; MORTALITY (ANIMAL EUTHANIZED IN REHAB),DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,26,SHOOTING,MONTEREY,CA,SI,"GUNSHOT WOUNDS TO HEAD, RADIOGRAPHS SHOWED 4 BULLETS IN SKULL; MORTALITY (ANIMAL EUTHANIZED IN REHAB)",DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,27,HOOK AND LINE FISHERY,SANTA BARBARA,CA,NSI,"FISH HOOK IN LEFT FOREFLIPPER; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,5,27,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,27,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,28,GILLNET FISHERY,LOS ANGELES,CA,SI,"GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2007,5,28,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"MULTIPLE FISH HOOKS & ATTACHED LINE IN LIP AND BOTH FRONT FLIPPERS; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,5,28,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,28,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,30,SHOOTING,SAN MATEO,CA,SI,"GUNSHOT WOUND TO CHEST; MORTALITY (ANIMAL DIED AT STRANDING SITE, BULLET RETRIEVED FROM CHEST DURING POST-MORTEM EXAM)",DEAD,P12,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,5,31,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,1,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,2,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISHING LINE COMING FROM MOUTH, RADIOGRAPHS REVEALED 2 FISH HOOKS, SWIVEL & SINKER IN STOMACH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P2,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,2,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"2 FISH HOOKS IN MOUTH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5A,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,2,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,2,SHOOTING,SANTA CRUZ,CA,DEAD,CARCASS; GUNSHOT WOUND TO BODY,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,2,SHOOTING,SANTA CRUZ,CA,DEAD,CARCASS; GUNSHOT WOUND TO HEAD,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,2,SHOOTING,SANTA CRUZ,CA,DEAD,CARCASS; GUNSHOT WOUND TO HEAD,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,3,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISH HOOK IN LIP; 2ND FISH HOOK WITH ATTACHED LINE COMING FROM MOUTH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5A,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,3,SHOOTING,SANTA CRUZ,CA,NSI,"RADIOGRAPHS REVEALED 2 PELLETS IN LEFT & RIGHT LOWER CHEEKS; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P9,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,6,HOOK AND LINE FISHERY,SAN DIEGO,CA,NSI,"FISH HOOK IN FLIPPER; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH = UKNOWN)",DEAD,P5C,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,6,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,8,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,8,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL; 1 OF 2 ANIMALS FOUND AT THIS SITE ON THIS DATE,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,8,POWER PLANT ENTRAINMENT,LOS ANGELES,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,10,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISHING LINE COMING OUT OF MOUTH & WRAPPED AROUND FLIPPER TAG; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5A,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,10,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,11,GILLNET FISHERY,CLATSOP,OR,SI,SEA LION WITH FISHING NET WRAPPED TIGHT AROUND NECK. NO DISENTANGLEMENT ATTEMPT.,SI,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,6,13,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"2 FISH HOOKS IN LOWER JAW, 2 FISH HOOKS ON VENTRUM; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,13,MARINE DEBRIS,LINCOLN,OR,SI,WHITISH BAND WRAPPED TIGHTLY AROUND LOWER NECK; APPEARED TO BE CUTTING INTO SKIN AND BLUBBER ON DORSAL ASPECT; ACTIVELY SWIMMING,SI,P8A,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,14,HOOK AND LINE FISHERY,SAN DIEGO,CA,SI,"FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5A,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,14,HOOK AND LINE FISHERY,LOS ANGELES,CA,SI,"FISHING LINE COMING FROM MOUTH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5A,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,16,SHOOTING,CLATSOP,OR,DEAD,"BACK OF SKULL BLOWN OUT, APPEARS TO HAVE BEEN SHOT",DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,18,HOOK AND LINE FISHERY,ORANGE,CA,SI,"FISH HOOKS IN BOTH CORNERS OF MOUTH & IN HINDQUARTERS; FISH HOOK IN STOMACH; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH = STARVATION)",DEAD,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,20,HOOK AND LINE FISHERY,SANTA CRUZ,CA,NSI,"FISH HOOK WITH ATTACHED LINE & SINKER EMBEDDED IN LEFT FRONT FLIPPER & HIP; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,6,20,SHOOTING,CLATSOP,OR,DEAD,SKULL COLLECTED,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,21,SHOOTING,SAN DIEGO,CA,SI,GUNSHOT WOUND TO CHEST; MORTALITY (ANIMAL DIED IN REHAB),DEAD,P12,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,24,STAB WOUNDS,LOS ANGELES,CA,DEAD,CARCASS; SPEAR FROM SPEAR GUN IN CHEST,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,27,POWER PLANT ENTRAINMENT,LOS ANGELES,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,30,HOOK AND LINE FISHERY,ORANGE,CA,SI,"FISH HOOK IN RIGHT CHEEK; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH = SEVERE PERITONITIS)",DEAD,P5B,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,6,30,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,3,HOOK AND LINE FISHERY,SANTA CRUZ,CA,NSI,"FISH HOOKS IN LEFT FRONT & REAR FLIPPERS; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH = ACUTE DOMOIC ACID TOXICITY)",DEAD,P5C,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,3,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,5,POWER PLANT ENTRAINMENT,SAN DIEGO,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,9,HOOK AND LINE FISHERY,SANTA BARBARA,CA,NSI,"FISH HOOKS IN BODY; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,7,11,POWER PLANT ENTRAINMENT,LOS ANGELES,CA,DEAD,CARCASS FLOATING IN POWER PLANT INTAKE CHANNEL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,11,UNIDENTIFIED NET FISHERY,SAN LUIS OBISPO,CA,SI,THICK WHITE STRAND OF NYLON NETTING CUTTING INTO NECK; MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO CHRONIC DOMOIC ACID TOXICITY),DEAD,P8A,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,14,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,14,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,14,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,14,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,14,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,15,SHOOTING,SAN LUIS OBISPO,CA,SI,"GUNSHOT WOUND TO JAW, RESULTING IN BROKEN JAW; MORTALITY (ANIMAL EUTHANIZED IN REHAB)",DEAD,P10,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,20,CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY,OFFSHORE,CA,DEAD,OBSERVER PROGRAM,DEAD,NA,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,23,CRAB POT FISHERY/HOOK AND LINE FISHERY,MARIN,CA,SI,ANIMAL PULLED OUT OF CRAB POT BY PRIVATE CITIZEN; FISHING LURE IN LIP; MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO DOMOIC ACID TOXICITY),DEAD,P7B,1,Y,Y
CALIFORNIA SEA LION,U.S.,2007,7,24,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,"FISH HOOK IN FRONT FLIPPER; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,7,26,HOOK AND LINE FISHERY,VENTURA,CA,SI,"FISH HOOK IN LEFT CORNER OF MOUTH; 2 FISH HOOKS IN STOMACH; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH = SEPTICEMIA)",DEAD,P2,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,26,HOOK AND LINE FISHERY,SANTA CRUZ,CA,SI,"FISH HOOKS IN MOUTH, LEFT FRONT FLIPPER, LEFT REAR FLIPPER & LEFT SIDE OF BODY; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,7,27,HOOK AND LINE FISHERY,ORANGE,CA,SI,"2 FISH HOOKS IN LEFT FRONT FLIPPER, 1 FISH HOOK IN RIGHT FRONT FLIPPER, 2 FISH HOOKS IN RIGHT REAR FLIPPER, 1 FISH HOOK IN ESOPHAGUS WITH ATTACHED LINE EXTENDING INTO STOMACH; KNIFE WOUNDS TO CHEST; MORTALITY (ANIMAL EUTHANIZED IN REHAB DUE TO SEVERITY OF KNIFE WOUNDS)",DEAD,P12,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,30,HOOK AND LINE FISHERY,MONTEREY,CA,SI,"FISH HOOK IN MOUTH; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
CALIFORNIA SEA LION,U.S.,2007,7,30,SHOOTING,SAN MATEO,CA,DEAD,CARCASS; SHOTGUN 'WAD' EMBEDDED IN FLESH BEHIND EYEBALL,DEAD,NA,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,7,30,SHOOTING,SAN DIEGO,CA,SI,GUNSHOT WOUND TO BACK; MORTALITY (ANIMAL DIED IN REHAB),DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,8,5,SHOOTING,SAN DIEGO,CA,SI,"GUNSHOT WOUND TO HEAD; MORTALITY (ANIMAL DIED IN REHAB, .22 CALIBER BULLET EXTRACTED FROM BRAIN)",DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,8,6,GILLNET FISHERY,SAN LUIS OBISPO,CA,SI,"GILLNET FRAGMENT AROUND NECK; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P7B,0,Y,N
CALIFORNIA SEA LION,U.S.,2007,8,6,MARINE DEBRIS,CLATSOP,OR,SI,LIVE ENTANGLED SEA LION REPORTED ON DOCK. NO DISTENGANGLEMENT EFFORT.,SI,P6,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,8,8,STAB WOUNDS,ORANGE,CA,SI,"3 INCH STAB WOUND TO RIGHT SHOULDER; MORTALITY (ANIMAL DIED IN REHAB, CAUSE OF DEATH RELATED TO STAB WOUND)",DEAD,P9,1,N,Y
CALIFORNIA SEA LION,U.S.,2007,8,12,HOOK AND LINE FISHERY,LOS ANGELES,CA,NSI,"FISH HOOK WITH ATTACHED LINE IN LEFT SIDE OF BODY; NON-FATAL INJURY (ANIMAL TAKEN INTO REHAB, TREATED & RELEASED)",NSI,P5C,0,N,N
